               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  21,            0.059888,            0.026797,                   0,             0.54209,             0.40348,             0.67042,             0.33747,             0.03627,            0.018488,                   0,            0.059512,           0.0025121,           0.0025121
                  22,            0.062688,            0.027976,                   0,             0.69471,             0.66667,             0.75096,              0.4217,            0.033662,            0.018258,                   0,             0.05754,           0.0025398,           0.0025398
                  23,            0.054357,             0.02547,                   0,             0.89659,             0.66667,             0.79364,             0.43393,            0.036143,            0.017454,                   0,             0.05556,           0.0025596,           0.0025596
                  24,            0.062885,            0.026037,                   0,             0.80471,             0.66667,             0.80965,             0.36407,            0.035847,            0.017165,                   0,            0.053572,           0.0025715,           0.0025715
                  25,            0.056671,             0.02243,                   0,             0.84012,             0.66667,             0.77947,              0.4138,            0.034696,            0.017043,                   0,            0.051576,           0.0025755,           0.0025755
                  26,            0.048049,            0.023583,                   0,             0.73774,             0.66667,             0.78155,             0.39764,             0.03253,            0.016724,                   0,            0.049572,           0.0025716,           0.0025716
                  27,            0.063954,            0.024216,                   0,             0.73774,             0.66667,             0.78155,             0.39764,             0.03253,            0.016724,                   0,             0.04756,           0.0025597,           0.0025597
                  28,            0.036638,            0.018638,                   0,             0.65996,             0.66667,             0.67624,             0.37411,            0.036378,             0.01632,                   0,             0.04554,           0.0025399,           0.0025399
                  29,               0.058,            0.021735,                   0,             0.71327,             0.66667,             0.75785,             0.44012,             0.03053,            0.016295,                   0,            0.043512,           0.0025122,           0.0025122
                  30,            0.066713,            0.020816,                   0,             0.71327,             0.66667,             0.75785,             0.44012,             0.03053,            0.016295,                   0,            0.041477,           0.0024766,           0.0024766
                  31,             0.05123,            0.018718,                   0,             0.75835,             0.66667,             0.75785,               0.414,            0.031831,            0.015741,                   0,            0.039433,           0.0024331,           0.0024331
                  32,            0.058774,            0.026157,                   0,             0.95194,             0.66667,             0.85125,             0.51697,            0.030457,            0.015281,                   0,            0.037382,           0.0023816,           0.0023816
                  33,            0.056033,            0.023902,                   0,             0.95194,             0.66667,             0.85125,             0.51697,            0.030457,            0.015281,                   0,            0.035322,           0.0023222,           0.0023222
                  34,            0.056641,            0.026807,                   0,             0.77974,             0.66667,              0.7101,             0.33272,            0.032542,            0.014654,                   0,            0.033255,           0.0022549,           0.0022549
                  35,             0.04986,            0.020835,                   0,             0.74834,             0.66667,             0.75964,             0.49092,            0.029068,             0.01446,                   0,             0.03118,           0.0021797,           0.0021797
                  36,            0.043228,            0.018221,                   0,             0.74834,             0.66667,             0.75964,             0.49092,            0.029068,             0.01446,                   0,            0.029097,           0.0020966,           0.0020966
                  37,            0.068508,             0.01886,                   0,             0.76212,             0.66667,             0.78544,             0.39991,            0.033132,            0.013845,                   0,            0.027006,           0.0020055,           0.0020055
                  38,             0.04573,            0.022929,                   0,             0.76536,             0.66667,             0.82452,             0.47614,            0.024921,             0.01366,                   0,            0.024907,           0.0019065,           0.0019065
                  39,             0.05706,            0.020387,                   0,             0.76536,             0.66667,             0.82452,             0.47614,            0.024921,             0.01366,                   0,              0.0228,           0.0017996,           0.0017996
                  40,             0.04386,            0.023987,                   0,             0.76015,             0.66667,             0.75286,             0.41259,            0.025961,            0.013296,                   0,            0.020685,           0.0016848,           0.0016848
                  41,            0.040065,            0.021097,                   0,             0.95796,             0.66667,             0.79561,             0.57405,            0.027416,            0.012805,                   0,            0.018562,           0.0015621,           0.0015621
                  42,            0.050829,            0.023389,                   0,             0.95796,             0.66667,             0.79561,             0.57405,            0.027416,            0.012805,                   0,            0.016431,           0.0014314,           0.0014314
                  43,            0.050712,            0.019865,                   0,             0.78356,             0.66667,             0.83982,             0.34684,             0.02514,             0.01249,                   0,            0.014293,           0.0012928,           0.0012928
                  44,            0.053892,            0.019766,                   0,             0.78356,             0.66667,             0.83982,             0.34684,             0.02514,             0.01249,                   0,            0.012146,           0.0011463,           0.0011463
                  45,            0.044392,             0.01926,                   0,             0.92579,             0.66667,             0.78091,              0.4938,            0.025903,            0.012143,                   0,           0.0099919,           0.0009919,           0.0009919
                  46,            0.045689,            0.016217,                   0,             0.92579,             0.66667,             0.78091,              0.4938,            0.025903,            0.012143,                   0,           0.0078296,          0.00082956,          0.00082956
                  47,            0.035201,            0.017724,                   0,             0.95741,             0.66667,             0.82802,             0.45318,            0.025754,            0.011852,                   0,           0.0056593,           0.0006593,           0.0006593
                  48,            0.045484,            0.018378,                   0,             0.95741,             0.66667,             0.82802,             0.45318,            0.025754,            0.011852,                   0,           0.0034811,          0.00048112,          0.00048112
                  49,             0.04087,            0.022241,                   0,             0.95538,             0.66667,               0.814,             0.51496,            0.024336,            0.011617,                   0,            0.001295,          0.00029502,          0.00029502
                   0,             0.11852,            0.030308,                   0,           0.0016667,             0.16667,           0.0017617,          0.00082471,            0.088656,            0.026242,                   0,              0.0991,              0.0001,              0.0001
                   1,             0.11846,             0.02914,                   0,           0.0016667,             0.16667,           0.0018273,          0.00085096,            0.087876,             0.02596,                   0,            0.097294,          0.00029406,          0.00029406
                   2,             0.13177,            0.029653,                   0,           0.0016667,             0.16667,           0.0019664,          0.00091057,            0.086388,            0.025381,                   0,             0.09548,           0.0004802,           0.0004802
                   3,             0.10706,             0.02833,                   0,           0.0016667,             0.16667,           0.0023309,          0.00096611,            0.083305,            0.024806,                   0,            0.093658,          0.00065842,          0.00065842
                   4,             0.10264,            0.027248,                   0,           0.0016667,             0.16667,           0.0028401,          0.00098881,            0.077418,            0.024437,                   0,            0.091829,          0.00082872,          0.00082872
                   5,            0.076075,            0.026084,                   0,           0.0016667,             0.16667,           0.0036436,          0.00072873,              0.0695,            0.024158,                   0,            0.089991,           0.0009911,           0.0009911
                   6,             0.10735,            0.029529,                   0,           0.0033333,             0.33333,            0.024209,           0.0034406,            0.061238,            0.023907,                   0,            0.088146,           0.0011456,           0.0011456
                   7,             0.10272,            0.029179,                   0,           0.0038617,                 0.5,            0.071564,            0.015597,              0.0563,            0.023429,                   0,            0.086292,           0.0012921,           0.0012921
                   8,            0.089861,            0.028673,                   0,           0.0058188,                 0.5,            0.079008,            0.015594,            0.054257,            0.023166,                   0,            0.084431,           0.0014307,           0.0014307
                   9,            0.071412,            0.027246,                   0,           0.0047731,                 0.5,            0.079008,            0.020073,            0.052403,            0.022883,                   0,            0.082561,           0.0015614,           0.0015614
                  10,             0.08748,            0.033118,                   0,           0.0050133,                 0.5,            0.088203,            0.023621,            0.051127,            0.022517,                   0,            0.080684,           0.0016842,           0.0016842
                  11,            0.077971,            0.028767,                   0,           0.0097759,             0.66667,            0.098337,            0.027474,            0.050029,            0.022011,                   0,            0.078799,           0.0017991,           0.0017991
                  12,            0.092036,            0.028886,                   0,           0.0097797,                 0.5,              0.1505,            0.045521,            0.049293,             0.02148,                   0,            0.076906,            0.001906,            0.001906
                  13,            0.081291,            0.026828,                   0,           0.0099724,                 0.5,              0.1875,            0.073375,            0.048433,             0.02102,                   0,            0.075005,            0.002005,            0.002005
                  14,            0.055743,            0.022889,                   0,             0.22628,             0.16667,             0.34897,             0.12668,            0.046383,            0.020757,                   0,            0.073096,           0.0020961,           0.0020961
                  15,            0.076736,             0.02505,                   0,             0.22824,             0.16667,             0.36808,             0.15261,            0.045649,             0.02023,                   0,            0.071179,           0.0021793,           0.0021793
                  16,            0.074563,            0.029338,                   0,             0.22046,             0.16667,             0.41632,             0.16447,            0.042912,            0.019961,                   0,            0.069255,           0.0022546,           0.0022546
                  17,            0.071018,            0.028994,                   0,             0.34383,             0.27092,             0.45524,             0.15524,            0.039022,            0.019912,                   0,            0.067322,           0.0023219,           0.0023219
                  18,            0.055313,            0.024511,                   0,             0.47514,             0.45856,             0.50223,             0.19796,            0.037396,            0.019598,                   0,            0.065381,           0.0023813,           0.0023813
                  19,             0.08775,            0.025075,                   0,             0.53521,             0.66667,             0.50917,             0.20963,            0.036509,            0.019184,                   0,            0.063433,           0.0024328,           0.0024328
                  20,            0.059745,            0.031562,                   0,             0.47777,             0.66667,              0.5246,             0.21266,            0.036336,            0.018563,                   0,            0.061476,           0.0024764,           0.0024764
                  21,             0.05427,            0.027358,                   0,             0.74307,             0.48615,             0.65729,             0.36955,            0.037071,            0.017927,                   0,            0.059512,           0.0025121,           0.0025121
                  22,            0.072864,             0.02485,                   0,             0.70904,             0.66667,             0.78383,             0.42765,             0.03718,             0.01748,                   0,             0.05754,           0.0025398,           0.0025398
                  23,            0.056485,            0.025273,                   0,             0.82334,             0.83333,             0.81567,             0.37746,            0.034486,            0.017326,                   0,             0.05556,           0.0025596,           0.0025596
                  24,            0.068009,            0.023869,                   0,                   1,             0.68552,               0.915,             0.45295,            0.036831,            0.016916,                   0,            0.053572,           0.0025715,           0.0025715
                  25,            0.056276,            0.028883,                   0,                   1,             0.66281,             0.81944,             0.31896,            0.036693,            0.016508,                   0,            0.051576,           0.0025755,           0.0025755
                  26,            0.061172,            0.026565,                   0,                   1,             0.64665,             0.81084,             0.44103,            0.032255,            0.016239,                   0,            0.049572,           0.0025716,           0.0025716
                  27,            0.064793,            0.021956,                   0,                   1,             0.64665,             0.81084,             0.44103,            0.032255,            0.016239,                   0,             0.04756,           0.0025597,           0.0025597
                  28,            0.046734,            0.023028,                   0,                   1,             0.65507,                0.81,             0.38124,            0.030539,            0.015872,                   0,             0.04554,           0.0025399,           0.0025399
                  29,            0.047831,            0.020105,                   0,                   1,             0.78623,             0.92227,             0.42742,            0.036743,             0.01526,                   0,            0.043512,           0.0025122,           0.0025122
                  30,            0.064585,            0.022764,                   0,                   1,             0.78623,             0.92227,             0.42742,            0.036743,             0.01526,                   0,            0.041477,           0.0024766,           0.0024766
                  31,            0.061869,            0.023858,                   0,             0.76359,             0.66667,             0.86027,             0.42094,            0.029886,            0.015227,                   0,            0.039433,           0.0024331,           0.0024331
                  32,            0.045111,            0.022409,                   0,             0.79339,             0.83333,             0.92667,             0.48501,            0.027725,            0.015067,                   0,            0.037382,           0.0023816,           0.0023816
                  33,            0.041795,             0.01803,                   0,             0.79339,             0.83333,             0.92667,             0.48501,            0.027725,            0.015067,                   0,            0.035322,           0.0023222,           0.0023222
                  34,            0.059363,             0.01956,                   0,              0.7066,             0.80644,             0.86643,             0.43802,            0.032508,            0.014697,                   0,            0.033255,           0.0022549,           0.0022549
                  35,             0.04151,            0.019665,                   0,             0.93602,             0.66667,             0.86027,             0.29175,            0.030419,            0.014573,                   0,             0.03118,           0.0021797,           0.0021797
                  36,            0.061642,            0.022496,                   0,             0.93602,             0.66667,             0.86027,             0.29175,            0.030419,            0.014573,                   0,            0.029097,           0.0020966,           0.0020966
                  37,            0.057643,            0.020378,                   0,             0.93743,             0.66667,              0.8429,             0.52044,            0.029635,            0.014078,                   0,            0.027006,           0.0020055,           0.0020055
                  38,            0.049238,            0.025111,                   0,             0.82575,             0.83333,             0.87067,             0.36031,            0.028979,            0.014205,                   0,            0.024907,           0.0019065,           0.0019065
                  39,            0.044896,            0.018601,                   0,             0.82575,             0.83333,             0.87067,             0.36031,            0.028979,            0.014205,                   0,              0.0228,           0.0017996,           0.0017996
                  40,            0.046226,            0.017548,                   0,             0.72126,             0.66667,                0.69,             0.39371,            0.031363,            0.013944,                   0,            0.020685,           0.0016848,           0.0016848
                  41,            0.052914,            0.017155,                   0,              0.9072,             0.66667,             0.82772,             0.56736,            0.026489,            0.013828,                   0,            0.018562,           0.0015621,           0.0015621
                  42,            0.058884,            0.018701,                   0,              0.9072,             0.66667,             0.82772,             0.56736,            0.026489,            0.013828,                   0,            0.016431,           0.0014314,           0.0014314
                  43,            0.051149,            0.021321,                   0,             0.72301,             0.66667,             0.76933,             0.45411,            0.024525,            0.013588,                   0,            0.014293,           0.0012928,           0.0012928
                  44,            0.038452,            0.016501,                   0,             0.72301,             0.66667,             0.76933,             0.45411,            0.024525,            0.013588,                   0,            0.012146,           0.0011463,           0.0011463
                  45,            0.041275,            0.016117,                   0,             0.92987,             0.66667,             0.82772,             0.51502,            0.022793,            0.013328,                   0,           0.0099919,           0.0009919,           0.0009919
                  46,            0.037334,            0.015876,                   0,             0.92987,             0.66667,             0.82772,             0.51502,            0.022793,            0.013328,                   0,           0.0078296,          0.00082956,          0.00082956
                  47,            0.049587,            0.020912,                   0,              0.9316,             0.66667,             0.81592,             0.59878,            0.022237,            0.012926,                   0,           0.0056593,           0.0006593,           0.0006593
                  48,            0.050416,            0.024066,                   0,              0.9316,             0.66667,             0.81592,             0.59878,            0.022237,            0.012926,                   0,           0.0034811,          0.00048112,          0.00048112
                  49,            0.037986,            0.020683,                   0,             0.93615,             0.66667,             0.81944,               0.566,            0.021992,            0.012424,                   0,            0.001295,          0.00029502,          0.00029502
                   0,             0.11385,            0.055488,            0.073909,            0.001205,            0.080043,           0.0015681,          0.00033447,            0.099342,            0.039093,            0.071008,               0.091,               0.001,               0.001
                   1,            0.096034,            0.058971,            0.069243,             0.18121,             0.10879,            0.032538,            0.007924,            0.084103,            0.037539,            0.065516,             0.08109,           0.0020896,           0.0020896
                   2,            0.081891,            0.069372,            0.065418,             0.66993,            0.032278,            0.042437,            0.011575,            0.083425,            0.039604,              0.0627,            0.071168,           0.0031683,           0.0031683
                   3,            0.074072,            0.053059,            0.061915,             0.79412,             0.11578,            0.095364,            0.030929,            0.081277,            0.048375,            0.060155,            0.061236,           0.0042361,           0.0042361
                   4,            0.069338,            0.049232,            0.058028,             0.54919,             0.16142,             0.14704,             0.05879,            0.077933,            0.035732,            0.054054,            0.051293,           0.0052931,           0.0052931
                   5,            0.068759,            0.048232,            0.053987,             0.62642,             0.23791,             0.16656,            0.059641,             0.07858,            0.030912,            0.048733,            0.041339,           0.0063391,           0.0063391
                   6,            0.069123,            0.044887,            0.051684,             0.53694,             0.32243,             0.20864,            0.095785,            0.068473,            0.024182,            0.046126,            0.031374,           0.0073743,           0.0073743
                   7,            0.067348,            0.042262,             0.04949,             0.60287,             0.38676,             0.25372,             0.10481,            0.077985,            0.022311,            0.043767,            0.021399,           0.0083985,           0.0083985
                   8,            0.069756,            0.042758,            0.046993,             0.56427,             0.35068,             0.21332,             0.10007,            0.080984,            0.020693,            0.042438,            0.011412,           0.0094119,           0.0094119
                   9,            0.068954,            0.036874,            0.044682,             0.60971,               0.316,             0.24762,            0.093155,            0.074841,             0.01877,            0.040443,           0.0095545,           0.0095545,           0.0095545
                  10,            0.066257,            0.035346,             0.04425,             0.65238,             0.34503,              0.3786,             0.18112,            0.066765,            0.019554,            0.038444,           0.0095545,           0.0095545,           0.0095545
                  11,             0.05966,            0.039246,            0.043097,             0.68728,             0.36284,             0.35797,             0.15888,            0.064294,            0.019748,            0.037227,            0.009505,            0.009505,            0.009505
                  12,            0.060571,            0.030959,            0.041749,             0.44889,             0.52185,             0.29095,             0.14638,            0.069243,            0.019083,            0.036458,           0.0094555,           0.0094555,           0.0094555
                  13,             0.05684,            0.033762,            0.040023,             0.63798,             0.45972,             0.40656,             0.15237,            0.062398,            0.018953,            0.035626,            0.009406,            0.009406,            0.009406
                  14,            0.054213,            0.037207,            0.038132,             0.79565,             0.36531,              0.4926,             0.24328,            0.049847,            0.017772,            0.034515,           0.0093565,           0.0093565,           0.0093565
                  15,            0.050922,            0.031611,            0.037403,             0.72107,             0.45121,             0.53491,             0.31546,            0.057981,            0.016828,            0.033279,            0.009307,            0.009307,            0.009307
                  16,            0.052177,            0.033453,            0.035406,             0.68823,             0.44078,             0.46826,             0.23057,            0.054469,            0.016982,            0.032873,           0.0092575,           0.0092575,           0.0092575
                  17,            0.047675,            0.030323,            0.034898,             0.46143,             0.52446,             0.48327,             0.24179,            0.057551,            0.017586,            0.032264,            0.009208,            0.009208,            0.009208
                  18,            0.050074,            0.029864,            0.032548,             0.81981,             0.49039,              0.6456,             0.38046,            0.044902,            0.016814,            0.031523,           0.0091585,           0.0091585,           0.0091585
                  19,            0.045379,            0.031414,            0.031389,             0.71709,              0.5306,             0.61448,             0.34056,            0.046022,            0.016913,            0.030589,            0.009109,            0.009109,            0.009109
                  20,            0.047033,            0.031646,            0.030806,             0.69668,             0.53147,             0.61729,             0.33253,            0.051066,            0.016076,              0.0299,           0.0090595,           0.0090595,           0.0090595
                  21,            0.044007,            0.032833,            0.030883,             0.76694,             0.53842,             0.69099,             0.44255,            0.039676,            0.015844,            0.029062,             0.00901,             0.00901,             0.00901
                  22,            0.044413,            0.029713,            0.030372,             0.82234,             0.53028,             0.64167,             0.40928,            0.040675,            0.015571,            0.028034,           0.0089605,           0.0089605,           0.0089605
                  23,            0.044439,            0.029062,            0.028164,             0.80384,             0.51517,             0.66046,             0.38545,            0.045792,            0.015784,            0.027148,            0.008911,            0.008911,            0.008911
                  24,            0.042441,            0.029209,            0.026362,               0.803,             0.51529,             0.65658,             0.39939,            0.044621,            0.016174,            0.026662,           0.0088615,           0.0088615,           0.0088615
                  25,            0.040277,            0.028649,            0.026041,             0.74265,             0.59265,             0.70999,              0.4428,            0.039658,            0.015919,            0.025947,            0.008812,            0.008812,            0.008812
                  26,            0.041395,            0.030243,            0.025355,             0.73501,             0.64801,             0.74212,              0.5071,            0.035593,            0.015345,            0.025267,           0.0087625,           0.0087625,           0.0087625
                  27,            0.038437,            0.029146,            0.024239,             0.84425,             0.60794,              0.7542,             0.46172,            0.039767,            0.015501,            0.024423,            0.008713,            0.008713,            0.008713
                  28,            0.039531,             0.02849,            0.024596,             0.82855,             0.62374,             0.75865,             0.48078,            0.038755,            0.015614,            0.023811,           0.0086635,           0.0086635,           0.0086635
                  29,             0.03897,            0.026699,            0.022807,             0.77071,             0.67111,             0.76547,             0.51175,            0.034462,            0.015728,            0.022989,            0.008614,            0.008614,            0.008614
                  30,             0.03769,            0.025976,            0.022785,             0.70252,             0.69444,             0.76288,             0.46906,            0.038187,            0.015497,             0.02206,           0.0085645,           0.0085645,           0.0085645
                  31,            0.037902,             0.02963,             0.02114,             0.70677,             0.69991,             0.75647,             0.48995,            0.037896,            0.015673,            0.021328,            0.008515,            0.008515,            0.008515
                  32,            0.037985,            0.026836,            0.019827,             0.75355,             0.69967,             0.77125,             0.52027,            0.037769,            0.015899,             0.02084,           0.0084655,           0.0084655,           0.0084655
                  33,            0.036942,            0.026017,            0.019923,             0.77386,             0.73074,             0.79583,             0.56127,            0.033755,            0.015567,            0.020188,            0.008416,            0.008416,            0.008416
                  34,            0.035989,            0.026833,            0.018048,             0.75932,             0.68087,             0.79346,             0.49763,            0.036033,            0.015552,            0.019756,           0.0083665,           0.0083665,           0.0083665
                  35,            0.036392,            0.026031,            0.018137,             0.66976,             0.83154,             0.79182,             0.50372,            0.036796,            0.015577,            0.018731,            0.008317,            0.008317,            0.008317
                  36,            0.037135,            0.026547,            0.016901,             0.73527,             0.74629,             0.77595,             0.52124,            0.034242,            0.015157,            0.018189,           0.0082675,           0.0082675,           0.0082675
                  37,            0.035713,            0.026736,            0.016678,             0.74098,             0.74318,             0.77667,             0.53673,            0.035841,            0.015624,            0.017394,            0.008218,            0.008218,            0.008218
                  38,            0.036771,            0.027751,             0.01617,             0.81298,             0.74927,             0.72491,             0.48463,            0.034066,            0.015285,            0.017117,           0.0081685,           0.0081685,           0.0081685
                  39,            0.033306,            0.024465,            0.015199,               0.695,             0.83757,              0.8163,             0.60668,             0.03223,             0.01527,            0.016551,            0.008119,            0.008119,            0.008119
                  40,            0.035207,            0.025084,            0.014643,              0.6327,             0.82855,             0.75856,             0.53811,            0.038356,            0.015161,            0.016037,           0.0080695,           0.0080695,           0.0080695
                  41,            0.034467,            0.025803,            0.014195,             0.80866,             0.82673,             0.81287,             0.55879,            0.034223,             0.01582,             0.01536,             0.00802,             0.00802,             0.00802
                  42,            0.034059,            0.025643,            0.014762,             0.83823,             0.72771,             0.82809,             0.58435,            0.033784,            0.015095,            0.014961,           0.0079705,           0.0079705,           0.0079705
                  43,             0.03406,            0.028762,            0.013645,             0.70989,             0.84116,             0.81156,             0.59958,            0.030726,            0.015174,            0.014612,            0.007921,            0.007921,            0.007921
                  44,            0.033695,             0.02551,            0.012682,             0.74535,             0.84116,             0.83772,             0.60365,            0.032714,            0.015178,            0.014378,           0.0078715,           0.0078715,           0.0078715
                  45,            0.033735,            0.027992,            0.012227,             0.82794,             0.70962,             0.82701,             0.61032,             0.03087,            0.015092,            0.013916,            0.007822,            0.007822,            0.007822
                  46,            0.031964,            0.025158,            0.012114,             0.83978,             0.73343,             0.83944,             0.60109,            0.033027,            0.015277,            0.013557,           0.0077725,           0.0077725,           0.0077725
                  47,            0.033088,            0.024732,            0.011389,             0.82833,             0.71141,             0.83307,             0.57227,             0.03618,            0.015587,            0.013171,            0.007723,            0.007723,            0.007723
                  48,            0.033394,             0.02852,            0.011315,             0.82346,             0.75141,             0.82819,             0.62388,            0.030093,            0.014913,            0.012982,           0.0076735,           0.0076735,           0.0076735
                  49,            0.032442,            0.024331,            0.011908,             0.85523,             0.75346,             0.84645,             0.61106,            0.033335,            0.015187,            0.012596,            0.007624,            0.007624,            0.007624
                  50,            0.031946,            0.025626,            0.010271,             0.85049,             0.75247,             0.89074,             0.64906,            0.032228,            0.015014,            0.012128,           0.0075745,           0.0075745,           0.0075745
                  51,            0.031863,            0.028764,            0.010519,             0.86033,             0.83823,             0.90415,             0.66417,            0.030692,            0.014636,            0.011731,            0.007525,            0.007525,            0.007525
                  52,            0.032651,            0.024083,            0.010445,             0.86157,             0.81819,             0.88799,             0.63932,            0.033313,            0.014991,            0.011511,           0.0074755,           0.0074755,           0.0074755
                  53,             0.03338,            0.023428,            0.009762,             0.84148,             0.80454,             0.89445,             0.68197,            0.031288,             0.01486,            0.011258,            0.007426,            0.007426,            0.007426
                  54,            0.031019,            0.028073,           0.0092117,             0.88273,             0.83421,             0.90637,             0.68515,            0.030844,            0.014786,            0.011089,           0.0073765,           0.0073765,           0.0073765
                  55,            0.032516,             0.02536,           0.0097646,             0.86982,             0.84077,              0.9057,                 0.7,            0.030477,            0.014219,            0.010982,            0.007327,            0.007327,            0.007327
                  56,            0.032628,            0.024336,           0.0089768,              0.8877,             0.83525,             0.90456,             0.64627,            0.030449,            0.014597,             0.01089,           0.0072775,           0.0072775,           0.0072775
                  57,            0.032251,             0.02666,           0.0091577,             0.89175,             0.83778,             0.90384,             0.69057,            0.028893,            0.014553,             0.01076,            0.007228,            0.007228,            0.007228
                  58,            0.030817,            0.025098,           0.0088876,             0.86399,             0.84769,              0.8958,              0.6539,            0.031139,             0.01492,            0.010737,           0.0071785,           0.0071785,           0.0071785
                  59,            0.031063,            0.023763,           0.0090551,             0.88276,             0.84339,             0.89892,             0.69827,            0.028936,            0.014601,             0.01046,            0.007129,            0.007129,            0.007129
                  60,            0.031146,            0.026193,           0.0090344,              0.8982,             0.83934,             0.90383,             0.65296,            0.030782,            0.015053,            0.010294,           0.0070795,           0.0070795,           0.0070795
                  61,            0.031405,            0.026309,           0.0085951,             0.83593,             0.82991,             0.89271,             0.68294,            0.031738,            0.015065,            0.010053,             0.00703,             0.00703,             0.00703
                  62,            0.030429,            0.022653,           0.0086712,             0.85978,             0.84598,             0.90084,             0.68786,            0.031875,            0.015145,            0.009832,           0.0069805,           0.0069805,           0.0069805
                  63,            0.028773,            0.024947,            0.008152,             0.73364,             0.93456,             0.90249,              0.6805,            0.029806,             0.01462,           0.0098069,            0.006931,            0.006931,            0.006931
                  64,            0.029874,            0.021921,           0.0081953,             0.89918,             0.83638,             0.90521,             0.69948,            0.028347,            0.014624,           0.0097917,           0.0068815,           0.0068815,           0.0068815
                  65,            0.029354,            0.022237,           0.0078392,             0.72261,             0.93437,              0.9022,             0.73042,            0.029366,            0.014536,           0.0097028,            0.006832,            0.006832,            0.006832
                  66,            0.027812,            0.027631,           0.0074576,             0.78224,             0.93448,             0.90808,             0.73808,            0.025286,            0.014324,           0.0096139,           0.0067825,           0.0067825,           0.0067825
                  67,            0.028489,            0.021311,           0.0073082,             0.77106,             0.93456,               0.901,             0.69347,             0.03015,            0.014753,           0.0095702,            0.006733,            0.006733,            0.006733
                  68,            0.029553,            0.023805,           0.0070456,             0.79021,             0.93379,             0.90586,             0.73062,            0.026642,            0.014429,            0.009635,           0.0066835,           0.0066835,           0.0066835
                  69,            0.028055,            0.023824,           0.0082232,             0.76657,             0.93204,             0.90009,             0.68541,            0.027821,            0.014711,           0.0095713,            0.006634,            0.006634,            0.006634
                  70,            0.027374,            0.027185,           0.0074277,             0.80309,             0.92907,             0.90789,             0.71587,            0.026285,            0.014595,           0.0095557,           0.0065845,           0.0065845,           0.0065845
                  71,            0.027598,               0.024,           0.0078047,             0.80296,             0.93294,             0.90454,             0.72056,            0.027093,            0.014662,           0.0093812,            0.006535,            0.006535,            0.006535
                  72,            0.028107,            0.024698,           0.0076701,             0.81143,             0.93236,             0.90777,             0.73258,             0.02621,            0.014865,           0.0092465,           0.0064855,           0.0064855,           0.0064855
                  73,            0.028296,            0.021951,           0.0073499,             0.82927,             0.93248,             0.91052,              0.7621,            0.024556,            0.014343,           0.0091126,            0.006436,            0.006436,            0.006436
                  74,            0.026134,            0.025372,           0.0075415,             0.83125,             0.93264,             0.91546,             0.74567,            0.025633,            0.014327,           0.0089927,           0.0063865,           0.0063865,           0.0063865
                  75,            0.027428,            0.023694,           0.0068754,              0.8302,             0.93309,             0.91622,             0.71003,            0.025838,            0.014624,           0.0088314,            0.006337,            0.006337,            0.006337
                  76,            0.026936,             0.02393,           0.0063168,             0.84352,             0.93194,             0.91071,             0.73648,            0.025514,            0.014358,           0.0088338,           0.0062875,           0.0062875,           0.0062875
                  77,            0.026788,            0.023801,           0.0066305,             0.84286,             0.93077,             0.90387,             0.71464,            0.025574,            0.014435,           0.0087812,            0.006238,            0.006238,            0.006238
                  78,            0.026481,            0.022931,           0.0063002,             0.76269,             0.93456,             0.90543,             0.72595,            0.027516,            0.014697,           0.0087221,           0.0061885,           0.0061885,           0.0061885
                  79,            0.026398,            0.026959,           0.0065944,             0.86298,             0.93202,              0.9085,             0.69988,            0.027474,            0.014246,           0.0087178,            0.006139,            0.006139,            0.006139
                  80,            0.027687,            0.023608,            0.007055,             0.87228,             0.93206,             0.90819,             0.70756,            0.025933,            0.014267,           0.0087882,           0.0060895,           0.0060895,           0.0060895
                  81,             0.02735,            0.023951,           0.0070669,             0.87247,             0.93123,             0.90858,             0.73477,            0.024776,            0.014001,           0.0087489,             0.00604,             0.00604,             0.00604
                  82,            0.025874,            0.023216,           0.0069453,             0.86646,             0.92726,             0.90872,             0.74192,            0.024866,            0.014121,           0.0087062,           0.0059905,           0.0059905,           0.0059905
                  83,            0.024976,            0.023691,           0.0060426,             0.86397,             0.91626,             0.90817,             0.73157,            0.026257,            0.014457,           0.0086769,            0.005941,            0.005941,            0.005941
                  84,            0.026236,            0.022397,           0.0066544,             0.87876,              0.9106,             0.90992,             0.72057,             0.02571,            0.014367,           0.0086459,           0.0058915,           0.0058915,           0.0058915
                  85,            0.027816,            0.023418,           0.0064852,             0.87837,             0.91055,             0.90876,             0.75475,            0.025022,            0.014001,           0.0085657,            0.005842,            0.005842,            0.005842
                  86,            0.024953,             0.02427,           0.0064881,             0.87774,             0.90214,             0.90908,             0.72136,            0.025908,             0.01426,           0.0084646,           0.0057925,           0.0057925,           0.0057925
                  87,            0.025286,            0.022884,             0.00625,             0.89587,             0.92318,             0.91443,             0.74271,            0.025788,            0.014248,           0.0084203,            0.005743,            0.005743,            0.005743
                  88,            0.026192,            0.022184,           0.0064027,             0.89635,             0.92149,             0.91751,             0.74364,            0.025202,            0.014146,           0.0083866,           0.0056935,           0.0056935,           0.0056935
